R_age,P_age,R_yrsed,P_yrsed,R_race,P_race,R_political,P_political,R_religion,P_religion,R_work,R_house,R_rent,R_citydweller,R_region,same_sex_couple,relationship_quality,coresident,relationship_length_start,age_difference,edu_difference,rac_difference,pol_difference,relig_difference,LGB_status,union_status,broke_up,together_end
58,57.0,12.0,12.0,NH white,NH white,democrat,democrat,baptist - any denomination,catholic,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,6.0,1.0,0.0,no,no,yes,L,CU_DP,no,yes
46,45.0,13.0,13.0,NH white,NH white,democrat,democrat,catholic,other christian,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,12.0,1.0,0.0,no,no,yes,B,none,no,yes
22,23.0,13.0,13.0,NH white,NH white,democrat,democrat,baptist - any denomination,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,2.5,-1.0,0.0,no,no,yes,L,none,w2,no
58,58.0,17.0,12.0,NH white,NH white,republican,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,midwest,different sex couple,good,Yes,41.0,0.0,5.0,no,no,yes,B,married,no,yes
59,59.0,16.0,16.0,NH white,NH white,democrat,democrat,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,5.0,0.0,0.0,no,no,no,G,married,no,yes
50,44.0,17.0,16.0, NH black, NH black,democrat,democrat,pentecostal,buddhist,working,a building with 2 or more apartments,rented for cash,metro,northeast,same-sex couple,fair,No,2.5,6.0,1.0,no,no,yes,L,none,w3,no
38,46.0,16.0,16.0,NH white,NH white,democrat,other,"other non-christian, please specify","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,good,No,1.5,-8.0,0.0,no,yes,yes,B,none,w3,no
41,47.0,13.0,13.0,NH white,Hispanic,democrat,democrat,other christian,none,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,Yes,7.0,-6.0,0.0,yes,no,yes,L,none,no,yes
23,24.0,13.0,10.0,Hispanic,Hispanic,democrat,democrat,none,catholic,unemployed,a one-family house attached to one or more houses,rented for cash,metro,west,same-sex couple,fair,Yes,0.45,-1.0,3.0,no,no,yes,B,none,w2,no
45,44.0,17.0,14.0, NH Asian Pac Islander,NH white,democrat,democrat,catholic,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,15.0,1.0,3.0,yes,no,yes,G,none,no,yes
24,23.0,13.0,13.0, NH Amer Indian, NH black,democrat,democrat,none,baptist - any denomination,working,a building with 2 or more apartments,rented for cash,metro,midwest,same-sex couple,good,Yes,4.0,1.0,0.0,yes,no,yes,B,married,no,yes
42,63.0,16.0,17.0,NH white,NH white,democrat,republican,none,baptist - any denomination,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,14.0,-21.0,-1.0,no,yes,yes,B,none,w3,no
48,32.0,16.0,20.0,NH white,NH white,democrat,democrat,catholic,catholic,working,a one-family house detached from any other house,rented for cash,metro,midwest,same-sex couple,fair,No,4.0,16.0,-4.0,no,no,no,G,none,no,yes
43,41.0,20.0,20.0,NH white,NH white,democrat,democrat,jewish,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,15.0,2.0,0.0,no,no,yes,G,none,no,yes
27,31.0,14.0,13.0,NH white,NH white,republican,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,fair,Yes,4.0,-4.0,1.0,no,no,yes,B,married,no,yes
26,30.0,16.0,16.0,NH white,NH white,democrat,democrat,none,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,No,7.0,-4.0,0.0,no,no,yes,B,none,w3,no
46,46.0,16.0,13.0,Hispanic,Hispanic,democrat,democrat,catholic,catholic,other,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,No,0.15,0.0,3.0,no,no,no,B,none,no,yes
27,28.0,13.0,13.0,NH white,NH white,democrat,other,none,muslim,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,No,4.0,-1.0,0.0,no,yes,yes,S,none,no,yes
32,31.0,17.0,16.0,NH white, NH Other,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a building with 2 or more apartments,rented for cash,metro,midwest,same-sex couple,good,Yes,4.0,1.0,1.0,yes,no,yes,L,none,no,yes
41,51.0,16.0,17.0,NH white,NH white,democrat,other,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,9.0,-10.0,-1.0,no,yes,no,L,none,no,yes
33,38.0,12.0,14.0,NH white,NH white,democrat,other,"other non-christian, please specify",none,working,a mobile home,owned or being bought by you or someone in your household,metro,west,same-sex couple,fair,Yes,12.0,-5.0,-2.0,no,yes,yes,L,none,no,yes
60,60.0,16.0,14.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,37.0,0.0,2.0,no,no,no,G,none,no,yes
48,43.0,14.0,11.0,NH white,NH white,democrat,other,none,"other non-christian, please specify",disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,16.0,5.0,3.0,no,yes,yes,B,none,no,yes
46,46.0,13.0,12.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,good,Yes,11.0,0.0,1.0,no,no,yes,S,married,no,yes
56,43.0,14.0,13.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,17.0,13.0,1.0,no,no,yes,G,CU_DP,no,yes
56,53.0,12.0,13.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,good,Yes,13.0,3.0,-1.0,no,no,no,B,married,no,yes
27,28.0,14.0,16.0, NH black, NH black,republican,democrat,other christian,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,Yes,9.0,-1.0,-2.0,no,yes,no,S,married,no,yes
23,22.0,12.0,13.0,NH white,NH white,democrat,democrat,other christian,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,south,same-sex couple,excellent,Yes,1.5,1.0,-1.0,no,no,no,L,none,w2,no
61,61.0,13.0,12.0,NH white,NH white,democrat,democrat,baptist - any denomination,baptist - any denomination,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,very poor,No,40.0,0.0,1.0,no,no,no,G,married,no,yes
34,25.0,12.0,12.0,Hispanic,Hispanic,democrat,democrat,catholic,none,working,a building with 2 or more apartments,rented for cash,metro,midwest,same-sex couple,good,No,0.05,9.0,0.0,no,no,yes,G,none,w2,no
53,55.0,16.0,16.0,NH white,NH white,democrat,democrat,catholic,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,rented for cash,metro,south,same-sex couple,excellent,Yes,25.0,-2.0,0.0,no,no,yes,G,none,no,yes
20,25.0,11.0,12.0,NH white,NH white,republican,other,catholic,none,other,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,good,Yes,7.0,-5.0,-1.0,no,yes,yes,S,married,no,yes
33,33.0,13.0,14.0,NH white,NH white,other,other,none,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,good,Yes,7.0,0.0,-1.0,no,no,yes,B,married,no,yes
43,36.0,13.0,14.0,NH white,NH white,republican,other,other christian,none,working,a building with 2 or more apartments,rented for cash,metro,west,different sex couple,good,No,0.15,7.0,-1.0,no,yes,yes,S,none,w2,no
56,25.0,13.0,17.0, NH Other, NH Asian Pac Islander,democrat,other,none,none,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,good,No,0.45,31.0,-4.0,yes,yes,no,B,none,no,yes
47,75.0,13.0,16.0,NH white,NH white,democrat,democrat,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,Yes,20.0,-28.0,-3.0,no,no,no,G,none,w2,no
49,53.0,13.0,16.0,NH white,NH white,republican,republican,baptist - any denomination,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,No,16.0,-4.0,-3.0,no,no,yes,G,none,no,yes
34,36.0,16.0,16.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,Yes,9.0,-2.0,0.0,no,no,yes,B,married,no,yes
64,73.0,17.0,16.0,NH white,NH white,democrat,democrat,none,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,29.0,-9.0,1.0,no,no,yes,L,married,no,yes
61,55.0,13.0,16.0,Hispanic,NH white,democrat,democrat,none,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,Yes,34.0,6.0,-3.0,yes,no,yes,G,CU_DP,no,yes
57,49.0,13.0,14.0,NH white, NH Asian Pac Islander,democrat,democrat,other christian,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,9.0,8.0,-1.0,yes,no,yes,G,none,w2,no
31,32.0,16.0,12.0,Hispanic,NH white,democrat,democrat,none,none,other,a one-family house detached from any other house,rented for cash,metro,midwest,different sex couple,poor,Yes,13.0,-1.0,4.0,yes,no,no,B,married,no,yes
62,45.0,13.0,12.0,NH white,NH white,republican,other,other christian,buddhist,retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,fair,No,0.75,17.0,1.0,no,yes,yes,B,none,no,yes
27,30.0,12.0,12.0, NH black,NH white,democrat,democrat,pentecostal,baptist - any denomination,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,different sex couple,good,Yes,8.0,-3.0,0.0,yes,no,yes,B,married,no,yes
30,31.0,12.0,13.0,NH white,NH white,democrat,other,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,Yes,2.5,-1.0,-1.0,no,yes,no,B,none,no,yes
26,20.0,13.0,13.0,NH white,NH white,democrat,democrat,none,jewish,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,good,Yes,2.5,6.0,0.0,no,no,yes,B,none,w3,no
56,53.0,17.0,13.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,26.0,3.0,4.0,no,no,yes,B,none,no,yes
44,59.0,16.0,13.0,NH white,NH white,republican,other,baptist - any denomination,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,Yes,11.0,-15.0,3.0,no,yes,yes,B,married,no,yes
83,58.0,17.0,17.0,NH white,NH white,democrat,democrat,none,none,retired,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,33.0,25.0,0.0,no,no,no,G,none,no,yes
